(732, 494)
(732, 487)
(728, 463)
(729, 453)
(727, 437)
(726, 420)
(728, 414)
(724, 402)
(720, 390)
(717, 379)
(717, 373)
(710, 354)
(706, 344)
(701, 333)
(696, 319)
(685, 308)
(672, 305)
(668, 299)
(661, 293)
(648, 288)
(629, 281)
(621, 267)
(600, 263)
(590, 261)
(579, 267)
(562, 274)
(508, 276)
(514, 266)
(509, 261)
(492, 259)
(474, 257)
(460, 263)
(426, 268)
(408, 274)
(381, 292)
(380, 304)
(375, 321)
(366, 341)
(365, 364)
(353, 395)
(353, 415)
(345, 420)
(336, 410)
(336, 397)
(339, 404)
(344, 423)
(345, 468)
(350, 481)
(350, 502)
(343, 509)
(332, 502)
(313, 477)
(309, 463)
(303, 459)
(300, 483)
(300, 494)
(307, 510)
(310, 526)
(313, 539)
(321, 553)
(323, 568)
(334, 583)
(346, 596)
(356, 591)
(365, 600)
(384, 631)
(384, 646)
(392, 647)
(399, 646)
(407, 644)
(417, 641)
(429, 640)
(443, 640)
(452, 637)
(453, 638)
(446, 628)
(450, 614)
(461, 600)
(474, 591)
(491, 585)
(521, 576)
(533, 572)
(551, 571)
(585, 574)
(602, 577)
(620, 589)
(639, 605)
(651, 624)
(658, 639)
(675, 644)
(696, 641)
(706, 642)
(713, 633)
(719, 620)
(723, 599)
(725, 587)
(740, 584)
(750, 586)
(758, 578)
(760, 571)
(760, 562)
(759, 556)
(763, 547)
(762, 534)
(769, 525)
(773, 516)
(773, 504)
(776, 494)
(777, 482)
(776, 472)
(774, 464)
(772, 460)
(764, 460)
(758, 466)
(753, 477)
(743, 493)
(730, 508)
(731, 492)
(730, 472)
(730, 446)
(729, 430)
(726, 414)
(718, 393)
(715, 374)
(706, 356)
(702, 344)
(697, 326)
(687, 308)
(672, 297)
(641, 284)
(615, 272)
