(519, 446)
(522, 452)
(524, 458)
(526, 474)
(526, 490)
(522, 509)
(518, 528)
(509, 544)
(498, 560)
(496, 569)
(501, 576)
(508, 579)
(513, 582)
(519, 583)
(525, 584)
(529, 586)
(535, 583)
(538, 576)
(534, 576)
(530, 578)
(524, 579)
(518, 578)
(511, 576)
(506, 570)
(506, 567)
(511, 565)
(515, 564)
(523, 564)
(531, 564)
(533, 571)
(532, 577)
(536, 573)
(540, 571)
(547, 573)
(542, 580)
(545, 582)
(549, 584)
(554, 581)
(560, 580)
(565, 579)
(570, 579)
(574, 579)
(574, 579)
(565, 576)
(562, 571)
(565, 566)
(571, 558)
(582, 553)
(587, 554)
(592, 559)
(596, 563)
(592, 569)
(586, 575)
(573, 578)
(584, 580)
(589, 581)
(595, 575)
(602, 569)
(605, 560)
(604, 553)
(600, 547)
(595, 540)
(590, 534)
(584, 523)
(580, 515)
(576, 506)
(571, 495)
(569, 478)
(564, 455)
(563, 447)
(562, 436)
(559, 431)
(564, 426)
(557, 430)
(542, 433)
(528, 435)
(525, 441)
(530, 469)
