(456, 655)
(459, 652)
(470, 645)
(475, 642)
(480, 638)
(484, 634)
(491, 629)
(496, 625)
(501, 622)
(511, 614)
(514, 612)
(520, 609)
(523, 609)
(528, 609)
(532, 609)
(539, 610)
(542, 610)
(553, 609)
(556, 608)
(561, 609)
(565, 611)
(570, 611)
(573, 611)
(578, 615)
(580, 617)
(582, 618)
(584, 620)
(588, 620)
(595, 624)
(598, 624)
(605, 630)
(608, 632)
(614, 633)
(619, 637)
(623, 641)
(625, 642)
(637, 639)
(648, 631)
(648, 623)
(647, 619)
(642, 613)
(636, 608)
(622, 603)
(615, 599)
(594, 599)
(587, 590)
(577, 589)
(571, 591)
(561, 599)
(554, 595)
(547, 592)
(535, 588)
(531, 584)
(515, 585)
(504, 589)
(495, 600)
(481, 606)
(474, 612)
(468, 616)
(463, 625)
(455, 638)
(453, 641)
(463, 646)
(484, 627)
