(815, 529)
(820, 520)
(830, 516)
(843, 507)
(857, 498)
(863, 489)
(864, 482)
(869, 477)
(872, 472)
(876, 464)
(880, 447)
(885, 436)
(886, 428)
(890, 419)
(894, 415)
(899, 401)
(901, 393)
(902, 383)
(905, 371)
(907, 362)
(907, 351)
(906, 338)
(899, 324)
(899, 311)
(898, 305)
(892, 285)
(887, 276)
(882, 268)
(874, 259)
(859, 241)
(855, 236)
(849, 230)
(833, 208)
(826, 204)
(810, 204)
(795, 204)
(781, 201)
(761, 192)
(753, 188)
(741, 183)
(706, 181)
(695, 181)
(657, 177)
(647, 183)
(635, 185)
(625, 195)
(614, 201)
(597, 207)
(583, 217)
(573, 228)
(565, 238)
(549, 248)
(547, 253)
(539, 263)
(526, 289)
(521, 302)
(520, 316)
(511, 341)
(522, 364)
(522, 390)
(522, 394)
(531, 424)
(532, 430)
(540, 449)
(541, 436)
(550, 425)
(554, 415)
(563, 399)
(571, 382)
(577, 367)
(583, 358)
(593, 339)
(600, 330)
(616, 316)
(620, 315)
(628, 314)
(646, 305)
(672, 297)
(680, 303)
(691, 317)
(704, 320)
(715, 322)
(726, 331)
(738, 338)
(754, 342)
(766, 353)
(777, 358)
(783, 364)
(792, 371)
(813, 386)
(815, 392)
(820, 402)
(823, 410)
(825, 424)
(824, 445)
(824, 464)
(824, 490)
(823, 497)
(817, 508)
(814, 517)
(814, 515)
