(812, 510)
(814, 504)
(812, 496)
(814, 486)
(817, 475)
(817, 471)
(819, 465)
(819, 453)
(819, 442)
(820, 430)
(818, 412)
(817, 406)
(813, 399)
(805, 389)
(798, 380)
(790, 371)
(786, 370)
(779, 362)
(774, 358)
(765, 350)
(762, 348)
(751, 342)
(743, 338)
(733, 331)
(718, 323)
(712, 318)
(691, 308)
(683, 300)
(676, 295)
(669, 294)
(648, 294)
(646, 300)
(634, 307)
(629, 311)
(617, 316)
(608, 320)
(600, 326)
(592, 335)
(586, 347)
(580, 355)
(577, 359)
(564, 381)
(559, 396)
(550, 405)
(547, 421)
(537, 446)
(532, 423)
(526, 417)
(511, 424)
(511, 440)
(511, 448)
(511, 465)
(508, 483)
(516, 503)
(524, 517)
(536, 510)
(536, 526)
(536, 542)
(535, 566)
(545, 583)
(554, 593)
(567, 614)
(570, 616)
(596, 638)
(616, 645)
(640, 651)
(656, 652)
(719, 659)
(734, 657)
(739, 654)
(752, 638)
(755, 637)
(757, 631)
(761, 620)
(768, 605)
(778, 596)
(785, 583)
(800, 565)
(800, 559)
(807, 524)
(809, 510)
(811, 509)
