(780, 473)
(781, 471)
(779, 469)
(775, 466)
(772, 465)
(769, 461)
(766, 457)
(764, 455)
(761, 453)
(757, 450)
(753, 449)
(751, 447)
(750, 446)
(749, 446)
(748, 446)
(746, 444)
(739, 444)
(743, 444)
(737, 444)
(734, 444)
(731, 446)
(729, 446)
(725, 446)
(722, 447)
(719, 448)
(717, 450)
(715, 452)
(713, 457)
(718, 457)
(723, 459)
(726, 460)
(728, 460)
(730, 463)
(733, 464)
(738, 466)
(740, 467)
(743, 467)
(746, 469)
(750, 471)
(755, 471)
(757, 471)
(762, 472)
(767, 472)
(770, 472)
(775, 472)
(777, 472)
(769, 464)
(769, 460)
(767, 458)
(763, 456)
(762, 456)
(762, 458)
(762, 458)
(761, 459)
(755, 461)
(755, 464)
(753, 465)
(747, 465)
(742, 465)
(739, 465)
(738, 460)
(737, 459)
(737, 453)
(737, 449)
(738, 447)
(744, 445)
(747, 447)
(752, 448)
(756, 447)
(755, 451)
(755, 451)
(756, 454)
(757, 457)
