(585, 414)
(588, 414)
(591, 413)
(594, 413)
(596, 412)
(598, 411)
(601, 411)
(605, 411)
(608, 410)
(613, 409)
(617, 409)
(622, 412)
(627, 412)
(629, 414)
(632, 414)
(635, 416)
(639, 419)
(642, 421)
(644, 422)
(645, 423)
(646, 425)
(646, 426)
(647, 430)
(649, 436)
(649, 438)
(646, 438)
(643, 439)
(640, 437)
(637, 437)
(634, 436)
(630, 436)
(627, 435)
(623, 435)
(621, 435)
(619, 435)
(616, 435)
(613, 435)
(611, 433)
(609, 431)
(606, 429)
(605, 429)
(602, 428)
(601, 427)
(598, 426)
(596, 425)
(595, 425)
(590, 423)
(589, 420)
(586, 417)
(588, 417)
(592, 413)
(597, 413)
(604, 413)
(611, 410)
(612, 415)
(612, 418)
(612, 421)
(612, 426)
(613, 428)
(616, 430)
(619, 432)
(624, 433)
(626, 433)
(628, 433)
(633, 430)
(633, 430)
(634, 429)
(634, 428)
(636, 425)
(638, 424)
(639, 422)
